modified_id,class_cde,crs_cde,crs_title,parent_crs_cde,parent_crs_dept,crs_status,M,T,W,R,F,begin_time,end_time
11280,1,SOAN 251 01,Intro Performance Studies,THTR 251 01,THTR,W,M,,W,,,14:30:00,15:50:00
11280,1,GSWS 226 01,Religion and Gender in South Asia,RELG 226 01,RELG,W,,T,,R,,14:30:00,15:50:00
11280,1,PHIL 208 01,Death,PHIL 208 01,PHIL,C,,T,,R,,09:30:00,10:50:00
11280,1,SOAN 210 01,Principles of Social Organization,SOAN 210 01,SOAN,C,,T,,R,,08:00:00,09:20:00
11392,3,RELG 282 01,The Pre-Modern Body,HIST 282 01,HIST,C,M,,W,,F,11:00:00,11:50:00
11392,3,HIST 202 01,African American History 1619-1865,HIST 202 01,HIST,C,,T,,R,,14:30:00,15:50:00
11392,3,HIST 317 01,History of Black Television,HIST 317 01,HIST,C,,T,,R,,19:00:00,20:20:00
10139,3,MATH 150 02,Intro Probability & Statistics,MATH 150 02,MATH,C,M,,W,,,14:30:00,15:50:00
10139,3,ART 233 01,Sculpture,ART 233 01,ART,W,M,,W,,,09:30:00,11:50:00
10139,3,ES 120 01,Intro to Environmental Sciences,ES 120 01,ES,W,,T,,R,,09:30:00,10:50:00
10139,3,ES 236 01,Environmental Politics and Policy,ES 236 01,ES,C,,,W,,F,13:00:00,14:20:00
10531,4,PSYC 250 01,Community Psychology,PSYC 250 01,PSYC,C,,T,,R,,14:30:00,15:50:00
10531,4,ENGL 232 01,Stories from the Spectrum,ENGL 232 01,ENGL,C,M,,W,,F,10:00:00,10:50:00
10531,4,FREN 110 01,Beginning French I,FREN 110 01,FREN,C,M,,W,R,,11:00:00,11:50:00
10786,3,POLS 130 01,Great Political Ideas,POLS 130 01,POLS,C,M,,W,,,13:00:00,14:20:00
10786,3,POLS 200 01,Methods of Political Research,POLS 200 01,POLS,C,,T,,R,,14:30:00,15:50:00
10786,3,POLS 110 01,Introduction to Global Politics,POLS 110 01,POLS,C,,T,,R,,09:30:00,10:50:00
10786,3,POLS 304 01,"Police, Prisons, Power",AFAM 300 01,AFAM,C,,T,,R,,13:00:00,14:20:00
10409,1,MATH 108 01,Calculus Ia,MATH 108 01,MATH,W,M,T,W,,F,11:00:00,11:50:00
10409,1,POLS 255 01,Civil Disobedience,POLS 255 01,POLS,C,M,,W,,,14:30:00,15:50:00
10409,1,FIN 130 01,Applied Statistics,ECON 130 01,ECON,W,M,,W,,F,08:00:00,08:50:00
10409,1,AFAM 255 01,Philosophy of Race and Racism,AFAM 255 01,AFAM,C,,T,,R,,14:30:00,15:50:00
10984,2,ART 142 01,Digital Design Foundations,ART 142 01,ART,C,M,,W,,,08:00:00,09:50:00
10984,2,COLL 150 01,Data Analytics using Excel,COLL 150 01,COLL,C,,,,,,,
10984,2,SPAN 210 01,Intermediate Spanish,SPAN 210 01,SPAN,C,M,,W,R,,11:00:00,11:50:00
10984,2,BIOL 220X 02,Ecology and Evolution Lab,BIOL 220X 02,BIOL,W,,,,R,,12:00:00,15:50:00
11458,3,PHIL 203 01,Business & Professional Ethics,PHIL 203 01,PHIL,C,M,,W,,,14:30:00,15:50:00
11458,3,BUSN 345 01,Organizational Behavior,BUSN 345 01,BUSN,C,,T,,R,,09:30:00,10:50:00
11458,3,ENTP 260 01,"Develop, Protect & Monetize IP",ENTP 260 01,ENTP,C,,T,,R,,14:30:00,15:50:00
10440,3,SPAN 255 01,Conversation and Composition,SPAN 255 01,SPAN,C,M,,W,,,13:00:00,14:20:00
10440,3,PHIL 156 01,Logic and Styles of Arguments,PHIL 156 01,PHIL,C,,T,,R,,13:00:00,14:20:00
10440,3,AFAM 202 01,African American History 1619-1865,HIST 202 01,HIST,C,,T,,R,,14:30:00,15:50:00
10440,3,AFAM 317 01,History of Black Television,HIST 317 01,HIST,C,,T,,R,,19:00:00,20:20:00
10321,3,BIOL 220L 01,Core: Ecology and Evolution,BIOL 220L 01,BIOL,C,M,,W,,F,10:00:00,10:50:00
10321,3,BIOL 145 01,Bio Inq: Patterns Animal Behavior,BIOL 145 01,BIOL,C,,T,,R,,09:30:00,10:50:00
10321,3,BIOL 220X 01,Ecology and Evolution Lab,BIOL 220X 01,BIOL,C,,,W,,,12:00:00,15:50:00
10321,3,ARTH 200 01,New Media Art and Design,ARTH 200 01,ARTH,C,M,,W,,F,09:00:00,09:50:00
10321,3,ART 240 01,Digital Photography,ART 240 01,ART,C,,T,,R,,19:00:00,21:20:00
10228,3,PHYS 103 01,Astronomy: Planetary Systems,PHYS 103 01,PHYS,C,,T,,R,,13:00:00,14:20:00
10228,3,MATH 391 01,Tutorial,MATH 391 01,MATH,C,,,,,,,
10228,3,CSCI 325 01,Artificial Intelligence,CSCI 325 01,CSCI,C,M,,W,,F,11:00:00,11:50:00
10228,3,MATH 323 01,Cryptography,MATH 323 01,MATH,C,M,,W,,,13:00:00,14:20:00
10039,3,SPAN 300 01,Intro Reading Literature Spanish,SPAN 300 01,SPAN,C,,,,R,,19:00:00,21:50:00
10039,3,PPCY 150 01,Public Policy Studies,POLS 150 01,POLS,C,,T,,R,,13:00:00,14:20:00
10039,3,EDUC 220 01,Philosophy of Education,EDUC 220 01,EDUC,W,,T,,R,,14:30:00,15:50:00
10039,3,LNAM 219 01,Politics of Latin America,POLS 219 01,POLS,W,M,,W,,F,11:00:00,11:50:00
11655,3,BUSN 330 01,Intermediate Accounting,BUSN 330 01,BUSN,C,M,,W,,F,08:00:00,08:50:00
11655,3,BUSN 331 01,Managerial Accounting,BUSN 331 01,BUSN,C,,T,,R,,14:30:00,15:50:00
11655,3,ENTP 110 01,Design Thinking & Problem Solving,ENTP 110 01,ENTP,C,M,,W,,,13:00:00,14:20:00
11655,3,MATH 160 02,Math Methods with Applications,MATH 160 02,MATH,C,,T,,R,,13:00:00,14:20:00
11662,3,UNL 10 01,Consortium,UNL 10 01,UNL,C,,,,,,,
11789,3,ECON 210 02,Microeconomic Theory,ECON 210 02,ECON,C,M,,W,,F,11:00:00,11:50:00
11789,3,SPAN 260 01,Spanish for Heritage Speakers,SPAN 260 01,SPAN,C,M,,W,,F,10:00:00,10:50:00
11789,3,BUSN 330 01,Intermediate Accounting,BUSN 330 01,BUSN,C,M,,W,,F,08:00:00,08:50:00
11789,3,SPAN 322 01,Medical Spanish in a Global Context,SPAN 322 01,SPAN,C,M,,W,,F,09:00:00,09:50:00
11789,3,LCTR 200 01,Collage Magazine,LCTR 200 01,LCTR,C,,,,,,,
10376,3,BUSN 310 01,Marketing Research,BUSN 310 01,BUSN,C,,T,,R,,14:30:00,15:50:00
10376,3,BUSN 345 01,Organizational Behavior,BUSN 345 01,BUSN,W,,T,,R,,09:30:00,10:50:00
10376,3,BUSN 357 01,Marketing Strategy,BUSN 357 01,BUSN,C,,T,,R,,13:00:00,14:20:00
10376,3,PHIL 203 02,Business & Professional Ethics,PHIL 203 02,PHIL,C,M,,W,,,14:30:00,15:50:00
11344,3,MATH 111 01,Calculus II,MATH 111 01,MATH,C,M,,W,,F,13:00:00,14:20:00
11344,3,ARTH 218 01,Twentieth Century Art,ARTH 218 01,ARTH,C,,T,,R,,09:00:00,10:20:00
11344,3,PHYS 120L 01,General Physics I,PHYS 120L 01,PHYS,C,M,,W,,F,10:00:00,10:50:00
11344,3,PHYS 114X 04,Physics I Lab,PHYS 114X 04,PHYS,C,,,,R,,12:00:00,15:50:00
11344,3,SOAN 251 01,Intro Performance Studies,THTR 251 01,THTR,C,M,,W,,,14:30:00,15:50:00
10319,3,UNL 10 01,Consortium,UNL 10 01,UNL,C,,,,,,,
10281,3,PHIL 290 01,Ancient Greek Philosophy,PHIL 290 01,PHIL,C,,T,,R,,13:00:00,14:20:00
10281,3,CSCI 212 01,Computer Science II,CSCI 212 01,CSCI,C,,,W,,F,13:00:00,14:20:00
10281,3,MATH 250 01,Intro to Statistical Programming,MATH 250 01,MATH,C,M,,W,,F,10:00:00,10:50:00
10281,3,CSCI 250 01,Programming for Data Applications,CSCI 250 01,CSCI,C,,T,,R,,09:30:00,10:50:00
10952,3,ES 120 01,Intro to Environmental Sciences,ES 120 01,ES,C,,T,,R,,09:30:00,10:50:00
10952,3,ES 236 01,Environmental Politics and Policy,ES 236 01,ES,C,,,W,,F,13:00:00,14:20:00
10952,3,ES 326 01,Interrogating the Ecology of Place,ES 326 01,ES,C,,,,R,,12:00:00,15:50:00
10952,3,COMM 370 01,Feminism and Pop Culture,COMM 370 01,COMM,C,M,,W,,,14:30:00,15:50:00
10932,3,MATH 240 01,Intro to Computational Math,MATH 240 01,MATH,C,M,,W,,F,09:00:00,09:50:00
10932,3,MATH 210 01,Multivariable Calculus,MATH 210 01,MATH,C,M,,W,R,F,10:00:00,10:50:00
10932,3,MATH 350 01,Mathematical Probability,MATH 350 01,MATH,C,M,,W,,F,13:00:00,14:20:00
10932,3,ECON 391 01,Tutorial,ECON 391 01,ECON,C,,,,,,,
11474,2,ECON 210 01,Microeconomic Theory,ECON 210 01,ECON,C,M,,W,,F,09:00:00,09:50:00
11474,2,FIN 310 01,Corporate Finance,FIN 310 01,FIN,C,M,,W,,F,10:00:00,10:50:00
11474,2,ENGL 205 01,Diverse Voices 20th-c U.S. Lit,ENGL 205 01,ENGL,C,,T,,R,,14:30:00,15:50:00
11474,2,BUSN 330 01,Intermediate Accounting,BUSN 330 01,BUSN,W,M,,W,,F,08:00:00,08:50:00
11749,2,CHEM 220X 02,Organic Chemistry I Lab,CHEM 220X 02,CHEM,C,,,W,,,12:00:00,15:50:00
11749,2,PHYS 110L 01,Introductory Physics I,PHYS 110L 01,PHYS,C,M,,W,,F,08:00:00,08:50:00
11749,2,PHYS 114X 01,Physics I Lab,PHYS 114X 01,PHYS,C,M,,,,,12:00:00,15:50:00
11749,2,CHEM 220L 01,Organic Chemistry I,CHEM 220L 01,CHEM,C,M,,W,,F,10:00:00,10:50:00
11749,2,AFAM 283 01,"Race, Class, Gender, and the Media",COMM 283 01,COMM,C,,T,,R,,09:30:00,10:50:00
11749,2,BUSN 245 01,Principles of Management,BUSN 245 01,BUSN,W,,T,,R,,13:00:00,14:20:00
10227,3,ECON 345 01,Economics and Law,ECON 345 01,ECON,C,M,,W,,,14:30:00,15:50:00
10227,3,IREL 357 01,Global Democratization,POLS 317 01,POLS,C,,,W,,,19:00:00,21:50:00
10227,3,CSCI 240 01,Intro to Computational Math,MATH 240 01,MATH,C,M,,W,,F,09:00:00,09:50:00
10227,3,COLL 150 01,Data Analytics using Excel,COLL 150 01,COLL,C,,,,,,,
10227,3,CSCI 212 01,Computer Science II,CSCI 212 01,CSCI,C,,,W,,F,13:00:00,14:20:00
11208,4,BIOL 209L 01,Human Physiology,BIOL 209L 01,BIOL,C,M,,W,,F,11:00:00,11:50:00
11208,4,BIOL 209X 01,Human Physiology Lab,BIOL 209X 01,BIOL,C,M,,,,,12:00:00,13:50:00
11208,4,BIOL 342L 01,Developmental Biology,BIOL 342L 01,BIOL,C,,T,,R,,09:30:00,10:50:00
11208,4,BIOL 342X 01,Developmental Biology Lab,BIOL 342X 01,BIOL,C,,,,R,,12:00:00,15:50:00
11208,4,BIOL 106 01,Nutrition and the Human Body,BIOL 106 01,BIOL,C,M,,W,,F,09:00:00,09:50:00
10393,3,THTR 105 01,Introduction to Dance,THTR 105 01,THTR,C,,T,,R,,08:00:00,09:20:00
10393,3,ART 240 01,Digital Photography,ART 240 01,ART,C,,T,,R,,19:00:00,21:20:00
10393,3,ART 233 01,Sculpture,ART 233 01,ART,C,M,,W,,,09:30:00,11:50:00
10393,3,PHIL 203 02,Business & Professional Ethics,PHIL 203 02,PHIL,C,M,,W,,,14:30:00,15:50:00
11083,3,ENTP 220 01,Fundraising & Sales,ENTP 220 01,ENTP,C,,T,,R,,09:30:00,10:50:00
11083,3,BIOL 106 01,Nutrition and the Human Body,BIOL 106 01,BIOL,W,M,,W,,F,09:00:00,09:50:00
11083,3,BUSN 331 01,Managerial Accounting,BUSN 331 01,BUSN,C,,T,,R,,14:30:00,15:50:00
11083,3,FIN 250 01,Business Information Systems,BUSN 250 01,BUSN,W,M,,W,,F,10:00:00,10:50:00
11083,3,BUSN 357 01,Marketing Strategy,BUSN 357 01,BUSN,C,,T,,R,,13:00:00,14:20:00
11644,3,UNL 10 01,Consortium,UNL 10 01,UNL,C,,,,,,,
11623,2,CHIN 110 01,Beginning Chinese I,CHIN 110 01,CHIN,C,M,,W,,F,11:00:00,11:50:00
11623,2,MATH 110 02,Calculus I,MATH 110 02,MATH,W,M,,W,,F,13:00:00,14:20:00
11623,2,POLS 200 01,Methods of Political Research,POLS 200 01,POLS,W,,T,,R,,14:30:00,15:50:00
11623,2,POLS 255 01,Civil Disobedience,POLS 255 01,POLS,C,M,,W,,,14:30:00,15:50:00
10505,3,BUSN 310 01,Marketing Research,BUSN 310 01,BUSN,C,,T,,R,,14:30:00,15:50:00
10505,3,ENTP 250 01,Small Bus Leadership & Management,ENTP 250 01,ENTP,C,,T,,R,,13:00:00,14:20:00
10505,3,HIST 212 01,Origins of East Asia,HIST 212 01,HIST,C,,T,,R,,09:30:00,10:50:00
11198,3,MUSC 105 01,Sylvan Singers,MUSC 105 01,MUSC,C,M,T,W,R,,12:00:00,12:50:00
11198,3,MUSC 225 01,Intro to Electronic Music,MUSC 225 01,MUSC,C,,T,,R,,14:30:00,15:50:00
11198,3,MUSC 352 01,Form and Tonal Analysis,MUSC 352 01,MUSC,C,,T,,R,,13:00:00,14:20:00
11198,3,MUSC 110 01,Jazz Ensemble,MUSC 110 01,MUSC,C,,,W,,,16:00:00,17:50:00
11198,3,BUSN 130 02,Applied Statistics,ECON 130 02,ECON,C,M,,W,,F,09:00:00,09:50:00
11198,3,BUSN 325 01,Digital Marketing & Analytics,BUSN 325 01,BUSN,C,,,,R,,19:00:00,21:50:00
11471,3,MUSC 352 01,Form and Tonal Analysis,MUSC 352 01,MUSC,C,,T,,R,,13:00:00,14:20:00
11471,3,MUSE 274 01,Teaching Choral Ensembles,MUSC 274 01,MUSC,C,M,,W,,F,13:00:00,14:20:00
11471,3,PSYC 210 01,Developmental Psychology,PSYC 210 01,PSYC,C,,T,,R,,09:30:00,10:50:00
11471,3,CSCI 107 02,Introduction to Web Programming,CSCI 107 02,CSCI,C,M,,W,,F,09:00:00,09:50:00
10311,3,ECON 330 01,Econometrics,ECON 330 01,ECON,C,M,,W,,,14:30:00,15:50:00
10311,3,FIN 320 02,Investments,FIN 320 02,FIN,C,,T,,R,,09:30:00,10:50:00
10311,3,CINE 201 01,Narrative Filmmaking,CINE 201 01,CINE,C,M,,W,,,13:00:00,14:20:00
10311,3,MATH 250 01,Intro to Statistical Programming,MATH 250 01,MATH,C,M,,W,,F,10:00:00,10:50:00
10638,3,POLS 265 01,Immigration Law and Policy,POLS 265 01,POLS,C,M,,,,,19:00:00,21:50:00
10638,3,PHIL 305 01,South Asian Philosophy,PHIL 305 01,PHIL,C,M,,W,,,13:00:00,14:20:00
10638,3,PHIL 290 01,Ancient Greek Philosophy,PHIL 290 01,PHIL,C,,T,,R,,13:00:00,14:20:00
10638,3,SOAN 316 01,Colonialisms and Resistance,SOAN 316 01,SOAN,C,M,,W,,,14:30:00,15:50:00
10302,3,MATH 250 01,Intro to Statistical Programming,MATH 250 01,MATH,W,M,,W,,F,10:00:00,10:50:00
10302,3,MATH 240 01,Intro to Computational Math,MATH 240 01,MATH,W,M,,W,,F,09:00:00,09:50:00
10302,3,ECON 210 02,Microeconomic Theory,ECON 210 02,ECON,W,M,,W,,F,11:00:00,11:50:00
10302,3,PHIL 156 01,Logic and Styles of Arguments,PHIL 156 01,PHIL,W,,T,,R,,13:00:00,14:20:00
10718,3,MATH 110 01,Calculus I,MATH 110 01,MATH,C,M,T,W,,F,11:00:00,11:50:00
10718,3,CSCI 112 01,Computer Science I,CSCI 112 01,CSCI,C,M,,W,,F,13:00:00,14:20:00
10718,3,NEUR 330 01,Motivation and Emotion,PSYC 330 01,PSYC,C,M,,W,,F,09:00:00,09:50:00
10718,3,NEUR 302L 01,Neuroscience: Brain to Behavior,NEUR 302L 01,NEUR,C,,T,,R,,08:00:00,09:20:00
10718,3,NEUR 302X 01,Brain to Behavior Lab,NEUR 302X 01,NEUR,C,,T,,,,14:00:00,15:50:00
11237,3,ECON 313 01,Money & Banking,ECON 313 01,ECON,C,M,,W,,,13:00:00,14:20:00
11237,3,ECON 330 01,Econometrics,ECON 330 01,ECON,C,M,,W,,,14:30:00,15:50:00
11237,3,MATH 330 01,Abstract Algebra,MATH 330 01,MATH,C,M,,W,,F,10:00:00,10:50:00
10336,4,PSYC 445 01,"Psych of Sound, Speech, and Music",PSYC 445 01,PSYC,C,,T,,R,,08:00:00,09:20:00
10336,4,THTR 250 01,Exploring Chicago Stages,THTR 250 01,THTR,C,,,W,,,18:50:00,21:50:00
10336,4,ARTH 219 01,American Art,ARTH 219 01,ARTH,W,,T,,R,,13:00:00,14:20:00
10336,4,ART 130 02,Elements of Design,ART 130 02,ART,W,M,,W,,,13:30:00,15:20:00
10336,4,ARTH 110 01,Intro to Visual Arts and Design,ARTH 110 01,ARTH,W,M,,W,,F,10:00:00,10:50:00
10336,4,ARTH 200 01,New Media Art and Design,ARTH 200 01,ARTH,W,M,,W,,F,09:00:00,09:50:00
10336,4,RELG 215 01,Buddhist Paths to Nirvana,RELG 215 01,RELG,C,,T,,R,,19:00:00,20:20:00
10047,3,PSYC 222L 01,Research Methods & Statistics II,PSYC 222L 01,PSYC,C,,T,,R,,09:30:00,10:50:00
10047,3,PSYC 222L 01,Research Methods & Statistics II,PSYC 222L 01,PSYC,C,,,W,,,14:00:00,15:50:00
10047,3,SPAN 260 01,Spanish for Heritage Speakers,SPAN 260 01,SPAN,C,M,,W,,F,10:00:00,10:50:00
10047,3,PSYC 250 01,Community Psychology,PSYC 250 01,PSYC,C,,T,,R,,14:30:00,15:50:00
10047,3,SPAN 300 01,Intro Reading Literature Spanish,SPAN 300 01,SPAN,C,,,,R,,19:00:00,21:50:00
10238,3,BIOL 384L 01,Plant Biology,BIOL 384L 01,BIOL,C,M,,W,,F,11:00:00,11:50:00
10238,3,BIOL 384X 01,Plant Biology Lab,BIOL 384X 01,BIOL,C,,,W,,,12:00:00,15:50:00
10238,3,ES 326 01,Interrogating the Ecology of Place,ES 326 01,ES,C,,,,R,,12:00:00,15:50:00
10238,3,BIOL 315 01,Topics in Ecology and Evolution,BIOL 315 01,BIOL,C,M,,W,,F,10:00:00,10:50:00
10238,3,ART 240 01,Digital Photography,ART 240 01,ART,W,,T,,R,,19:00:00,21:20:00
10812,3,PHYS 420 01,Quantum Mechanics I,PHYS 420 01,PHYS,C,M,,W,,F,14:30:00,15:50:00
10812,3,PHYS 240L 01,Electronics,PHYS 240L 01,PHYS,C,M,,W,,F,11:00:00,11:50:00
10812,3,PHYS 240X 01,Electronics Lab,PHYS 240X 01,PHYS,C,,,,R,,12:00:00,15:50:00
10812,3,BIOL 130 01,"Deadly Shapes, Hostage Brains",BIOL 130 01,BIOL,C,,T,,R,,09:30:00,10:50:00
10812,3,BIOL 130 01,"Deadly Shapes, Hostage Brains",BIOL 130 01,BIOL,C,M,,,,,12:00:00,14:20:00
10944,3,BUSN 250 01,Business Information Systems,BUSN 250 01,BUSN,C,M,,W,,F,10:00:00,10:50:00
10944,3,ECON 220 01,Macroeconomic Theory,ECON 220 01,ECON,C,,T,,R,,13:00:00,14:20:00
10944,3,FIN 320 01,Investments,FIN 320 01,FIN,C,,T,,R,,08:00:00,09:20:00
10944,3,ENTP 260 01,"Develop, Protect & Monetize IP",ENTP 260 01,ENTP,C,,T,,R,,14:30:00,15:50:00
10045,4,HIST 321 01,Comics and History,HIST 321 01,HIST,C,M,,W,,,13:00:00,14:20:00
10045,4,BUSN 465 01,"Poverty, Inequality, Discrimination",ECON 465 01,ECON,W,M,,W,,F,10:00:00,10:50:00
10045,4,BUSN 245 02,Principles of Management,BUSN 245 02,BUSN,C,,T,,R,,14:30:00,15:50:00
10045,4,BUSN 357 01,Marketing Strategy,BUSN 357 01,BUSN,C,,T,,R,,13:00:00,14:20:00
11481,3,ECON 330 01,Econometrics,ECON 330 01,ECON,C,M,,W,,,14:30:00,15:50:00
11481,3,FIN 320 01,Investments,FIN 320 01,FIN,C,,T,,R,,08:00:00,09:20:00
11481,3,COLL 150 01,Data Analytics using Excel,COLL 150 01,COLL,C,,,,,,,
11481,3,GSWS 110 01,Intro to Women's/Gender Studies,GSWS 110 01,GSWS,W,M,,W,,F,09:00:00,09:50:00
11481,3,IREL 245 01,Global IR Theory,POLS 245 01,POLS,C,M,,W,,,13:00:00,14:20:00
10533,3,BUSN 325 01,Digital Marketing & Analytics,BUSN 325 01,BUSN,C,,,,R,,19:00:00,21:50:00
10533,3,BUSN 357 01,Marketing Strategy,BUSN 357 01,BUSN,C,,T,,R,,13:00:00,14:20:00
10533,3,JAPN 110 01,Beginning Japanese I,JAPN 110 01,JAPN,C,M,,W,R,F,10:00:00,10:50:00
10533,3,PHIL 156 02,Logic and Styles of Arguments,PHIL 156 02,PHIL,C,,T,,R,,14:30:00,15:50:00
10092,0,FIYS 152 01,The Politics of Population,FIYS 152 01,FIYS,C,M,,W,,F,10:00:00,10:50:00
10280,3,PHIL 277 01,"Identities, Rights, Social Justice",PHIL 277 01,PHIL,C,M,,W,,,19:00:00,20:20:00
10280,3,PSYC 360 01,Cognitive Psychology,PSYC 360 01,PSYC,C,M,,W,,F,08:00:00,08:50:00
10280,3,PSYC 330 01,Motivation & Emotion,PSYC 330 01,PSYC,C,M,,W,,F,09:00:00,09:50:00
10280,3,PSYC 445 01,"Psych of Sound, Speech, and Music",PSYC 445 01,PSYC,C,,T,,R,,08:00:00,09:20:00
10695,2,ENGL 214 01,James Baldwin,ENGL 214 01,ENGL,C,M,,W,,,14:30:00,15:50:00
10695,2,PHIL 156 02,Logic and Styles of Arguments,PHIL 156 02,PHIL,W,,T,,R,,14:30:00,15:50:00
10695,2,LCTR 200 01,Collage Magazine,LCTR 200 01,LCTR,C,,,,,,,
10695,2,HIST 321 01,Comics and History,HIST 321 01,HIST,C,M,,W,,,13:00:00,14:20:00
10695,2,AFAM 258 01,Black is Beautiful,PHIL 258 01,PHIL,C,,,,,F,13:00:00,15:50:00
11307,3,ES 236 01,Environmental Politics and Policy,ES 236 01,ES,C,,,W,,F,13:00:00,14:20:00
11307,3,CHEM 220X 05,Organic Chemistry I Lab,CHEM 220X 05,CHEM,C,M,,,,,12:00:00,15:50:00
11307,3,CHEM 220L 01,Organic Chemistry I,CHEM 220L 01,CHEM,C,M,,W,,F,10:00:00,10:50:00
11307,3,BIOL 221L 01,"Molecules, Genes, and Cells",BIOL 221L 01,BIOL,C,,T,,R,,09:30:00,10:50:00
11307,3,BIOL 221X 02,"Molecules, Genes, and Cells Lab",BIOL 221X 02,BIOL,C,,,,R,,12:00:00,15:50:00
11589,3,MATH 350 01,Mathematical Probability,MATH 350 01,MATH,C,M,,W,,F,13:00:00,14:20:00
11589,3,MATH 240 01,Intro to Computational Math,MATH 240 01,MATH,C,M,,W,,F,09:00:00,09:50:00
11589,3,MATH 250 01,Intro to Statistical Programming,MATH 250 01,MATH,C,M,,W,,F,10:00:00,10:50:00
10541,3,PSYC 221L 03,Research Methods & Statistics I,PSYC 221L 03,PSYC,C,M,,W,,F,11:00:00,11:50:00
10541,3,PSYC 221L 03,Research Methods & Statistics I,PSYC 221L 03,PSYC,C,M,,,,,14:00:00,15:50:00
10541,3,PSYC 255 01,Social Psychology,PSYC 255 01,PSYC,C,M,,W,,F,10:00:00,10:50:00
10541,3,AFAM 317 01,History of Black Television,HIST 317 01,HIST,C,,T,,R,,19:00:00,20:20:00
10541,3,AFAM 200 01,Black Politics and Protest,AFAM 200 01,AFAM,C,,T,,R,,14:30:00,15:50:00
11053,3,BUSN 357 01,Marketing Strategy,BUSN 357 01,BUSN,C,,T,,R,,13:00:00,14:20:00
11053,3,BUSN 391 01,Tutorial,BUSN 391 01,BUSN,C,,,,,,,
11053,3,ENTP 230 01,Product Market Fit,ENTP 230 01,ENTP,W,,T,,,,19:00:00,21:50:00
11053,3,ENTP 260 01,"Develop, Protect & Monetize IP",ENTP 260 01,ENTP,C,,T,,R,,14:30:00,15:50:00
10858,3,FIN 210 01,Financial Management,FIN 210 01,FIN,C,,T,,R,,08:00:00,09:20:00
10858,3,BUSN 331 01,Managerial Accounting,BUSN 331 01,BUSN,C,,T,,R,,14:30:00,15:50:00
10858,3,BUSN 330 01,Intermediate Accounting,BUSN 330 01,BUSN,C,M,,W,,F,08:00:00,08:50:00
10858,3,ENTP 370 01,New Venture Design,ENTP 370 01,ENTP,C,,T,,R,,09:30:00,10:50:00
11319,3,ENTP 370 01,New Venture Design,ENTP 370 01,ENTP,C,,T,,R,,09:30:00,10:50:00
11319,3,ENTP 250 01,Small Bus Leadership & Management,ENTP 250 01,ENTP,W,,T,,R,,13:00:00,14:20:00
11319,3,ENTP 260 01,"Develop, Protect & Monetize IP",ENTP 260 01,ENTP,C,,T,,R,,14:30:00,15:50:00
11319,3,FIN 310 01,Corporate Finance,FIN 310 01,FIN,C,M,,W,,F,10:00:00,10:50:00
10097,3,ENTP 325 01,Digital Marketing & Analytics,BUSN 325 01,BUSN,W,,,,R,,19:00:00,21:50:00
10097,3,FIN 320 01,Investments,FIN 320 01,FIN,C,,T,,R,,08:00:00,09:20:00
10097,3,MATH 250 01,Intro to Statistical Programming,MATH 250 01,MATH,C,M,,W,,F,10:00:00,10:50:00
10097,3,CSCI 212 01,Computer Science II,CSCI 212 01,CSCI,C,,,W,,F,13:00:00,14:20:00
10097,3,COLL 150 01,Data Analytics using Excel,COLL 150 01,COLL,C,,,,,,,
11146,3,EDUC 112 01,Learning About Our World,BIOL 112 01,BIOL,C,,T,,R,,19:00:00,20:20:00
11146,3,BUSN 245 01,Principles of Management,BUSN 245 01,BUSN,C,,T,,R,,13:00:00,14:20:00
11146,3,PHIL 203 01,Business & Professional Ethics,PHIL 203 01,PHIL,C,M,,W,,,14:30:00,15:50:00
11146,3,SPAN 212 01,Advanced Intermediate Spanish,SPAN 212 01,SPAN,C,M,,W,R,,11:00:00,11:50:00
11320,3,COMM 135 01,Rhetoric and Speech,COMM 135 01,COMM,W,M,,W,,,13:00:00,14:20:00
11320,3,AFAM 110 01,Intro to African American Studies,AFAM 110 01,AFAM,C,,T,,R,,09:30:00,10:50:00
11320,3,COMM 290 01,Communication Inquiry,COMM 290 01,COMM,C,,T,,R,,13:00:00,14:20:00
11320,3,CSCI 107 01,Introduction to Web Programming,CSCI 107 01,CSCI,C,M,,W,,F,11:00:00,11:50:00
10404,3,AFAM 202 01,African American History 1619-1865,HIST 202 01,HIST,C,,T,,R,,14:30:00,15:50:00
10404,3,ECON 255 01,Economic Analysis of Public Policy,ECON 255 01,ECON,C,M,,W,,F,11:00:00,11:50:00
10404,3,ECON 330 02,Econometrics,ECON 330 02,ECON,C,,T,,R,,09:30:00,10:50:00
10404,3,CSCI 112 01,Computer Science I,CSCI 112 01,CSCI,C,M,,W,,F,13:00:00,14:20:00
10404,3,COLL 150 01,Data Analytics using Excel,COLL 150 01,COLL,C,,,,,,,
11088,4,HIST 494 01,Senior Thesis,HIST 494 01,HIST,C,,,,,,,
11088,4,EDUC 220 01,Philosophy of Education,EDUC 220 01,EDUC,W,,T,,R,,14:30:00,15:50:00
11088,4,EDUC 448 01,ADV. SEM.: ESL/Bilingual Education,EDUC 448 01,EDUC,C,M,,,,,16:00:00,18:50:00
11088,4,EDUC 417 01,Elem & Mid School Math,EDUC 417 01,EDUC,C,M,,W,,,14:30:00,15:50:00
11088,4,EDUC 416 01,"Elem & Mid Schl-Lit,Soc Stud, Sci",EDUC 416 01,EDUC,C,,T,,,,16:00:00,18:50:00
